DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
4.0036E-6	-4.0046E-6	-753.2671E-12	-6.0000E+0	548.1324E-9	-76.7250E-6		7.4417E-6	-7.4513E-6	-801.2233E-12	-6.0000E+0	1.1031E-6	-171.3307E-6	
3.4785E-6	-3.4795E-6	-838.7697E-12	-7.0000E+0	525.1368E-9	-80.6892E-6		6.4669E-6	-6.4762E-6	-872.5765E-12	-7.0000E+0	974.8051E-9	-179.5014E-6	
3.0092E-6	-3.0102E-6	-916.2374E-12	-8.0000E+0	469.2242E-9	-84.6534E-6		5.5966E-6	-5.6061E-6	-958.2307E-12	-8.0000E+0	870.3041E-9	-187.6721E-6	
2.5985E-6	-2.5996E-6	-977.9387E-12	-9.0000E+0	410.7014E-9	-88.6176E-6		4.8237E-6	-4.8332E-6	-1.0340E-9	-9.0000E+0	772.9168E-9	-195.8428E-6	
2.2302E-6	-2.2312E-6	-1.0336E-9	-10.0000E+0	368.3735E-9	-92.5818E-6		4.1401E-6	-4.1497E-6	-1.0638E-9	-10.0000E+0	683.5971E-9	-204.0135E-6	
1.9057E-6	-1.9069E-6	-1.1094E-9	-11.0000E+0	324.4303E-9	-96.5459E-6		3.5625E-6	-3.5635E-6	-1.0705E-9	-11.0000E+0	577.6174E-9	-212.1842E-6	
1.6162E-6	-1.6173E-6	-1.2221E-9	-12.0000E+0	289.5680E-9	-100.5102E-6		3.0156E-6	-3.0166E-6	-1.1712E-9	-12.0000E+0	546.9092E-9	-220.3549E-6	
1.3654E-6	-1.3665E-6	-1.3212E-9	-13.0000E+0	250.8109E-9	-104.4744E-6		2.5324E-6	-2.5335E-6	-1.2402E-9	-13.0000E+0	483.1795E-9	-228.5256E-6	
1.1417E-6	-1.1427E-6	-1.3694E-9	-14.0000E+0	223.6761E-9	-108.4386E-6		2.1099E-6	-2.1110E-6	-1.3154E-9	-14.0000E+0	422.5219E-9	-236.6963E-6	
946.7986E-9	-947.9208E-9	-1.4309E-9	-15.0000E+0	194.9399E-9	-112.4028E-6		1.7432E-6	-1.7443E-6	-1.4375E-9	-15.0000E+0	366.7142E-9	-244.8670E-6	
776.2757E-9	-777.4825E-9	-1.4933E-9	-16.0000E+0	170.5229E-9	-116.3670E-6		1.4259E-6	-1.4270E-6	-1.5419E-9	-16.0000E+0	317.2545E-9	-253.0377E-6	
632.3577E-9	-633.6168E-9	-1.5491E-9	-17.0000E+0	143.9180E-9	-120.3311E-6		1.1576E-6	-1.1588E-6	-1.6321E-9	-17.0000E+0	268.2943E-9	-261.2084E-6	
507.2755E-9	-508.5180E-9	-1.6209E-9	-18.0000E+0	125.0822E-9	-124.2953E-6		929.9669E-9	-931.1636E-9	-1.6706E-9	-18.0000E+0	227.6921E-9	-269.3791E-6	
402.1873E-9	-403.4429E-9	-1.7677E-9	-19.0000E+0	105.0882E-9	-128.2595E-6		735.2868E-9	-736.5835E-9	-1.7134E-9	-19.0000E+0	194.6801E-9	-277.5498E-6	
321.6172E-9	-321.7010E-9	-1.7314E-9	-20.0000E+0	80.5700E-9	-132.2237E-6		577.7318E-9	-578.9894E-9	-1.7378E-9	-20.0000E+0	157.5550E-9	-285.7205E-6	
