DrainI(1)	SourceI(1)	GateI(1)	GateV(1)	GM(1)	IDLIN(1)	VT(1)	DrainI(2)	SourceI(2)	GateI(2)	GateV(2)	GM(2)	IDLIN(2)	VT(2)
7.4324E-6	-7.4415E-6	-776.8157E-12	-6.0000E+0	835.8702E-9	-85.6887E-6		14.4538E-6	-14.4627E-6	-807.3884E-12	-6.0000E+0	1.6470E-6	-164.3497E-6	
6.6675E-6	-6.6766E-6	-835.1312E-12	-7.0000E+0	764.8691E-9	-90.1405E-6		12.9385E-6	-12.9474E-6	-853.5759E-12	-7.0000E+0	1.5152E-6	-173.1000E-6	
5.9566E-6	-5.9659E-6	-936.4002E-12	-8.0000E+0	710.8979E-9	-94.5923E-6		11.5818E-6	-11.5908E-6	-910.0218E-12	-8.0000E+0	1.3567E-6	-181.8503E-6	
5.3227E-6	-5.3319E-6	-1.0338E-9	-9.0000E+0	633.8801E-9	-99.0441E-6		10.3176E-6	-10.3265E-6	-1.0165E-9	-9.0000E+0	1.2641E-6	-190.6007E-6	
4.7339E-6	-4.7433E-6	-1.0886E-9	-10.0000E+0	588.7714E-9	-103.4959E-6		9.1669E-6	-9.1761E-6	-1.1026E-9	-10.0000E+0	1.1506E-6	-199.3510E-6	
4.1975E-6	-4.2067E-6	-1.1682E-9	-11.0000E+0	536.4827E-9	-107.9477E-6		8.1183E-6	-8.1276E-6	-1.1796E-9	-11.0000E+0	1.0485E-6	-208.1013E-6	
3.7442E-6	-3.7452E-6	-1.1607E-9	-12.0000E+0	453.2894E-9	-112.3995E-6		7.1665E-6	-7.1757E-6	-1.2554E-9	-12.0000E+0	951.8194E-9	-216.8517E-6	
3.2831E-6	-3.2843E-6	-1.2791E-9	-13.0000E+0	461.0215E-9	-116.8513E-6		6.2962E-6	-6.3055E-6	-1.3289E-9	-13.0000E+0	870.2841E-9	-225.6020E-6	
2.8717E-6	-2.8729E-6	-1.3440E-9	-14.0000E+0	411.4229E-9	-121.3030E-6		5.5070E-6	-5.5164E-6	-1.3718E-9	-14.0000E+0	789.2904E-9	-234.3523E-6	
2.4959E-6	-2.4971E-6	-1.3907E-9	-15.0000E+0	375.8712E-9	-125.7548E-6		4.7845E-6	-4.7940E-6	-1.4539E-9	-15.0000E+0	722.4621E-9	-243.1026E-6	
2.1537E-6	-2.1550E-6	-1.4522E-9	-16.0000E+0	342.1785E-9	-130.2066E-6		4.1346E-6	-4.1440E-6	-1.4656E-9	-16.0000E+0	649.8999E-9	-251.8530E-6	
1.8532E-6	-1.8545E-6	-1.5905E-9	-17.0000E+0	300.4966E-9	-134.6584E-6		3.6107E-6	-3.6117E-6	-1.4640E-9	-17.0000E+0	523.9285E-9	-260.6033E-6	
1.5794E-6	-1.5806E-6	-1.6664E-9	-18.0000E+0	273.7763E-9	-139.1102E-6		3.0632E-6	-3.0643E-6	-1.6081E-9	-18.0000E+0	547.4535E-9	-269.3536E-6	
1.3401E-6	-1.3413E-6	-1.7488E-9	-19.0000E+0	239.2736E-9	-143.5619E-6		2.5873E-6	-2.5883E-6	-1.7236E-9	-19.0000E+0	475.9390E-9	-278.1040E-6	
1.1274E-6	-1.1286E-6	-1.8403E-9	-20.0000E+0	212.6835E-9	-148.0137E-6		2.1704E-6	-2.1715E-6	-1.8161E-9	-20.0000E+0	416.8264E-9	-286.8543E-6	
