Time(1)	SourceI(1)	SourceV(1)	Time(1)	DrainI(1)	DrainV(1)	GateI(1)	GateV(1)	PEAK_ID(1)	Time(2)	SourceI(2)	SourceV(2)	Time(2)	DrainI(2)	DrainV(2)	GateI(2)	GateV(2)	PEAK_ID(2)	Time(3)	SourceI(3)	SourceV(3)	Time(3)	DrainI(3)	DrainV(3)	GateI(3)	GateV(3)	PEAK_ID(3)	Time(4)	SourceI(4)	SourceV(4)	Time(4)	DrainI(4)	DrainV(4)	GateI(4)	GateV(4)	PEAK_ID(4)
391.6897E-3	-451.9660E-12	000.0000E-3	393.9182E-3	738.4397E-12	2.0000E+0	-99.8860E-9	-20.0000E+0	1.0585E-3	21.3481E+0	-997.2420E-12	000.0000E-3	21.3500E+0	1.4143E-9	3.0000E+0	-97.5755E-9	-20.0000E+0	1.2811E-3	41.9844E+0	-1.7202E-9	000.0000E-3	41.9860E+0	2.1576E-9	4.0000E+0	-96.3447E-9	-20.0000E+0	1.4179E-3	62.7394E+0	-2.4555E-9	000.0000E-3	62.7406E+0	2.9446E-9	5.0000E+0	-95.4302E-9	-20.0000E+0	1.5067E-3
443.0860E-3	-1.5134E-9	000.0000E-3	445.3049E-3	1.6984E-9	2.0000E+0	-96.8087E-9	-19.5000E+0		21.3994E+0	-2.8932E-9	000.0000E-3	21.4014E+0	3.1734E-9	3.0000E+0	-94.1001E-9	-19.5000E+0		42.0358E+0	-4.7695E-9	000.0000E-3	42.0374E+0	5.0566E-9	4.0000E+0	-92.8580E-9	-19.5000E+0		62.9504E+0	-7.1814E-9	000.0000E-3	62.9697E+0	7.4914E-9	5.0000E+0	-92.1396E-9	-19.5000E+0	
494.4413E-3	-4.0442E-9	000.0000E-3	496.6755E-3	4.1070E-9	2.0000E+0	-94.1517E-9	-19.0000E+0		21.6106E+0	-7.5336E-9	000.0000E-3	21.6305E+0	7.6089E-9	3.0000E+0	-91.6198E-9	-19.0000E+0		42.2319E+0	-12.2382E-9	000.0000E-3	42.2505E+0	12.0443E-9	4.0000E+0	-90.4065E-9	-19.0000E+0		63.0018E+0	-18.0584E-9	000.0000E-3	63.0201E+0	19.1128E-9	5.0000E+0	-89.1358E-9	-19.0000E+0	
693.0808E-3	-9.8542E-9	000.0000E-3	712.3289E-3	10.0271E-9	2.0000E+0	-91.7472E-9	-18.5000E+0		21.6619E+0	-17.5336E-9	000.0000E-3	21.6809E+0	18.0162E-9	3.0000E+0	-88.7236E-9	-18.5000E+0		42.2823E+0	-28.7214E-9	000.0000E-3	42.3009E+0	29.7366E-9	4.0000E+0	-87.5534E-9	-18.5000E+0		63.0522E+0	-44.4669E-9	000.0000E-3	63.0704E+0	46.0547E-9	5.0000E+0	-86.6242E-9	-18.5000E+0	
743.4343E-3	-20.9242E-9	000.0000E-3	762.6986E-3	21.2824E-9	2.0000E+0	-88.6293E-9	-18.0000E+0		21.7123E+0	-38.9500E-9	000.0000E-3	21.7312E+0	40.0130E-9	3.0000E+0	-85.9297E-9	-18.0000E+0		42.5014E+0	-67.0815E-9	000.0000E-3	42.5200E+0	67.4057E-9	4.0000E+0	-85.2213E-9	-18.0000E+0		63.2713E+0	-105.7664E-9	000.0000E-3	63.2703E+0	105.7315E-9	5.0000E+0	-84.2369E-9	-18.0000E+0	
793.7907E-3	-43.1371E-9	000.0000E-3	813.0522E-3	44.0478E-9	2.0000E+0	-85.5447E-9	-17.5000E+0		21.9315E+0	-87.8973E-9	000.0000E-3	21.9311E+0	87.8121E-9	3.0000E+0	-83.8127E-9	-17.5000E+0		42.5518E+0	-137.1920E-9	000.0000E-3	42.5511E+0	136.3626E-9	4.0000E+0	-81.9354E-9	-17.5000E+0		63.3030E+0	-205.9710E-9	000.0000E-3	63.3020E+0	205.1732E-9	5.0000E+0	-81.0620E-9	-17.5000E+0	
1.0129E+0	-89.7297E-9	000.0000E-3	1.0129E+0	89.7903E-9	2.0000E+0	-84.0241E-9	-17.0000E+0		21.9632E+0	-165.2845E-9	000.0000E-3	21.9628E+0	164.2157E-9	3.0000E+0	-80.3555E-9	-17.0000E+0		42.5835E+0	-264.8705E-9	000.0000E-3	42.5828E+0	263.1975E-9	4.0000E+0	-78.6427E-9	-17.0000E+0		63.3348E+0	-382.5355E-9	000.0000E-3	63.3338E+0	380.9021E-9	5.0000E+0	-77.7526E-9	-17.0000E+0	
1.0446E+0	-161.6128E-9	000.0000E-3	1.0446E+0	160.5603E-9	2.0000E+0	-80.4667E-9	-16.5000E+0		21.9950E+0	-306.5035E-9	000.0000E-3	21.9946E+0	305.0988E-9	3.0000E+0	-77.4858E-9	-16.5000E+0		42.6153E+0	-495.1070E-9	000.0000E-3	42.6146E+0	493.5300E-9	4.0000E+0	-76.2324E-9	-16.5000E+0		63.5353E+0	-759.6055E-9	000.0000E-3	63.5343E+0	759.0762E-9	5.0000E+0	-76.9496E-9	-16.5000E+0	
1.0763E+0	-296.1397E-9	000.0000E-3	1.0763E+0	295.1346E-9	2.0000E+0	-77.9382E-9	-16.0000E+0		22.1955E+0	-596.5545E-9	000.0000E-3	22.1952E+0	596.0849E-9	3.0000E+0	-76.4497E-9	-16.0000E+0		42.8158E+0	-963.7067E-9	000.0000E-3	42.8151E+0	963.2272E-9	4.0000E+0	-75.3124E-9	-16.0000E+0		63.5670E+0	-1.2463E-6	000.0000E-3	63.5660E+0	1.2447E-6	5.0000E+0	-73.5497E-9	-16.0000E+0	
1.2769E+0	-537.9836E-9	000.0000E-3	1.2768E+0	537.4615E-9	2.0000E+0	-76.5179E-9	-15.5000E+0		22.2272E+0	-955.0212E-9	000.0000E-3	22.2268E+0	953.6922E-9	3.0000E+0	-73.1420E-9	-15.5000E+0		42.8475E+0	-1.5501E-6	000.0000E-3	42.8468E+0	1.5486E-6	4.0000E+0	-71.8179E-9	-15.5000E+0		63.5987E+0	-2.0650E-6	000.0000E-3	63.5977E+0	2.0635E-6	5.0000E+0	-71.1746E-9	-15.5000E+0	
1.3086E+0	-849.8019E-9	000.0000E-3	1.3085E+0	848.3541E-9	2.0000E+0	-73.2017E-9	-15.0000E+0		22.2589E+0	-1.5689E-6	000.0000E-3	22.2585E+0	1.5675E-6	3.0000E+0	-70.5791E-9	-15.0000E+0		42.8792E+0	-2.5409E-6	000.0000E-3	42.8785E+0	2.5396E-6	4.0000E+0	-69.7125E-9	-15.0000E+0		63.6304E+0	-3.2798E-6	000.0000E-3	63.6294E+0	3.2781E-6	5.0000E+0	-68.7606E-9	-15.0000E+0	
1.3403E+0	-1.3605E-6	000.0000E-3	1.3403E+0	1.3591E-6	2.0000E+0	-70.7261E-9	-14.5000E+0		22.2906E+0	-2.4821E-6	000.0000E-3	22.2902E+0	2.4805E-6	3.0000E+0	-68.1341E-9	-14.5000E+0		42.9109E+0	-3.9387E-6	000.0000E-3	42.9103E+0	3.9372E-6	4.0000E+0	-67.2140E-9	-14.5000E+0		63.6621E+0	-4.9862E-6	000.0000E-3	63.6611E+0	4.9846E-6	5.0000E+0	-66.3307E-9	-14.5000E+0	
1.3720E+0	-2.0947E-6	000.0000E-3	1.3720E+0	2.0931E-6	2.0000E+0	-68.2280E-9	-14.0000E+0		22.3223E+0	-3.7421E-6	000.0000E-3	22.3220E+0	3.7404E-6	3.0000E+0	-65.6968E-9	-14.0000E+0		43.1010E+0	-5.9480E-6	000.0000E-3	43.1004E+0	5.9451E-6	4.0000E+0	-65.5125E-9	-14.0000E+0		63.8522E+0	-7.4472E-6	000.0000E-3	63.8512E+0	7.4442E-6	5.0000E+0	-64.7505E-9	-14.0000E+0	
1.4037E+0	-3.1080E-6	000.0000E-3	1.4037E+0	3.1064E-6	2.0000E+0	-65.7376E-9	-13.5000E+0		22.5124E+0	-5.5676E-6	000.0000E-3	22.5120E+0	5.5645E-6	3.0000E+0	-64.0620E-9	-13.5000E+0		43.1327E+0	-8.3070E-6	000.0000E-3	43.1321E+0	8.3034E-6	4.0000E+0	-62.4644E-9	-13.5000E+0		63.8839E+0	-10.4215E-6	000.0000E-3	63.8829E+0	10.4178E-6	5.0000E+0	-61.7600E-9	-13.5000E+0	
1.4354E+0	-4.4508E-6	000.0000E-3	1.4354E+0	4.4491E-6	2.0000E+0	-63.2579E-9	-13.0000E+0		22.5441E+0	-7.6069E-6	000.0000E-3	22.5438E+0	7.6032E-6	3.0000E+0	-61.0233E-9	-13.0000E+0		43.1644E+0	-11.5428E-6	000.0000E-3	43.1637E+0	11.5389E-6	4.0000E+0	-59.8205E-9	-13.0000E+0		63.9156E+0	-14.4378E-6	000.0000E-3	63.9146E+0	14.4341E-6	5.0000E+0	-59.2940E-9	-13.0000E+0	
1.6255E+0	-6.3034E-6	000.0000E-3	1.6255E+0	6.3002E-6	2.0000E+0	-61.6711E-9	-12.5000E+0		22.5758E+0	-10.3618E-6	000.0000E-3	22.5755E+0	10.3578E-6	3.0000E+0	-58.4460E-9	-12.5000E+0		43.1961E+0	-15.7730E-6	000.0000E-3	43.1954E+0	15.7693E-6	4.0000E+0	-57.6142E-9	-12.5000E+0		63.9473E+0	-19.5206E-6	000.0000E-3	63.9463E+0	19.5167E-6	5.0000E+0	-56.8459E-9	-12.5000E+0	
1.6572E+0	-8.3047E-6	000.0000E-3	1.6572E+0	8.3008E-6	2.0000E+0	-58.5859E-9	-12.0000E+0		22.6075E+0	-13.9227E-6	000.0000E-3	22.6072E+0	13.9190E-6	3.0000E+0	-55.9615E-9	-12.0000E+0		43.2278E+0	-20.7824E-6	000.0000E-3	43.2271E+0	20.7785E-6	4.0000E+0	-55.1167E-9	-12.0000E+0		63.9790E+0	-25.7799E-6	000.0000E-3	63.9780E+0	25.7761E-6	5.0000E+0	-54.4285E-9	-12.0000E+0	
1.6889E+0	-11.0110E-6	000.0000E-3	1.6889E+0	11.0070E-6	2.0000E+0	-55.9602E-9	-11.5000E+0		22.6392E+0	-18.2557E-6	000.0000E-3	22.6389E+0	18.2515E-6	3.0000E+0	-53.5386E-9	-11.5000E+0		43.2595E+0	-26.7587E-6	000.0000E-3	43.2588E+0	26.7549E-6	4.0000E+0	-52.6960E-9	-11.5000E+0		64.0107E+0	-33.4344E-6	000.0000E-3	64.0097E+0	33.4305E-6	5.0000E+0	-52.0316E-9	-11.5000E+0	
1.7206E+0	-14.3278E-6	000.0000E-3	1.7206E+0	14.3238E-6	2.0000E+0	-53.5000E-9	-11.0000E+0		22.6710E+0	-23.3953E-6	000.0000E-3	22.6706E+0	23.3915E-6	3.0000E+0	-51.1243E-9	-11.0000E+0		43.2912E+0	-33.9573E-6	000.0000E-3	43.2905E+0	33.9530E-6	4.0000E+0	-50.2493E-9	-11.0000E+0		64.0424E+0	-41.9939E-6	000.0000E-3	64.0414E+0	41.9894E-6	5.0000E+0	-49.3383E-9	-11.0000E+0	
1.7523E+0	-18.2534E-6	000.0000E-3	1.7523E+0	18.2494E-6	2.0000E+0	-51.0822E-9	-10.5000E+0		22.7027E+0	-29.5865E-6	000.0000E-3	22.7023E+0	29.5820E-6	3.0000E+0	-48.7000E-9	-10.5000E+0		43.3229E+0	-42.3592E-6	000.0000E-3	43.3222E+0	42.3550E-6	4.0000E+0	-47.7676E-9	-10.5000E+0		64.2239E+0	-52.6626E-6	000.0000E-3	64.2229E+0	52.6333E-6	5.0000E+0	-47.8792E-9	-10.5000E+0	
1.7840E+0	-22.8457E-6	000.0000E-3	1.7840E+0	22.8415E-6	2.0000E+0	-48.6136E-9	-10.0000E+0		22.7344E+0	-36.7022E-6	000.0000E-3	22.7340E+0	36.6982E-6	3.0000E+0	-46.3119E-9	-10.0000E+0		43.5044E+0	-52.4305E-6	000.0000E-3	43.5038E+0	52.4015E-6	4.0000E+0	-46.0807E-9	-10.0000E+0		64.2555E+0	-63.9284E-6	000.0000E-3	64.2546E+0	63.8988E-6	5.0000E+0	-44.9735E-9	-10.0000E+0	
1.8158E+0	-28.2712E-6	000.0000E-3	1.8157E+0	28.2669E-6	2.0000E+0	-46.1925E-9	-9.5000E+0		22.7661E+0	-45.0608E-6	000.0000E-3	22.7657E+0	45.0559E-6	3.0000E+0	-43.8367E-9	-9.5000E+0		43.5361E+0	-62.7715E-6	000.0000E-3	43.5355E+0	62.7421E-6	4.0000E+0	-43.1522E-9	-9.5000E+0		64.2873E+0	-77.4489E-6	000.0000E-3	64.2862E+0	77.4193E-6	5.0000E+0	-42.5013E-9	-9.5000E+0	
1.8475E+0	-34.4180E-6	000.0000E-3	1.8474E+0	34.4137E-6	2.0000E+0	-43.7398E-9	-9.0000E+0		22.9476E+0	-55.0203E-6	000.0000E-3	22.9472E+0	54.9914E-6	3.0000E+0	-42.3147E-9	-9.0000E+0		43.5678E+0	-75.1878E-6	000.0000E-3	43.5672E+0	75.1582E-6	4.0000E+0	-40.7466E-9	-9.0000E+0		64.3190E+0	-92.5278E-6	000.0000E-3	64.3180E+0	92.4978E-6	5.0000E+0	-40.0623E-9	-9.0000E+0	
1.8792E+0	-41.3497E-6	000.0000E-3	1.8791E+0	41.3454E-6	2.0000E+0	-41.3251E-9	-8.5000E+0		23.1826E+0	-65.4720E-6	000.0000E-3	23.1822E+0	65.4426E-6	3.0000E+0	-40.1227E-9	-8.5000E+0		43.8029E+0	-89.6108E-6	000.0000E-3	43.8022E+0	89.5823E-6	4.0000E+0	-39.1403E-9	-8.5000E+0		64.5540E+0	-109.2183E-6	000.0000E-3	64.5530E+0	109.1886E-6	5.0000E+0	-38.4828E-9	-8.5000E+0	
2.1142E+0	-49.4485E-6	000.0000E-3	2.1142E+0	49.4443E-6	2.0000E+0	-39.8492E-9	-8.0000E+0		23.3694E+0	-77.1243E-6	000.0000E-3	23.3690E+0	77.0948E-6	3.0000E+0	-37.7687E-9	-8.0000E+0		43.9896E+0	-104.9209E-6	000.0000E-3	43.9889E+0	104.8925E-6	4.0000E+0	-36.8035E-9	-8.0000E+0		64.7408E+0	-126.9822E-6	000.0000E-3	64.7398E+0	126.9530E-6	5.0000E+0	-36.2077E-9	-8.0000E+0	
2.4508E+0	-57.8020E-6	000.0000E-3	2.4507E+0	57.7730E-6	2.0000E+0	-37.4056E-9	-7.5000E+0		23.6044E+0	-89.5778E-6	000.0000E-3	23.6041E+0	89.5487E-6	3.0000E+0	-35.4037E-9	-7.5000E+0		44.2247E+0	-121.0761E-6	000.0000E-3	44.2240E+0	121.0488E-6	4.0000E+0	-34.4205E-9	-7.5000E+0		64.9758E+0	-145.8748E-6	000.0000E-3	64.9748E+0	145.8461E-6	5.0000E+0	-33.8177E-9	-7.5000E+0	
2.6857E+0	-66.9623E-6	000.0000E-3	2.6857E+0	66.9331E-6	2.0000E+0	-35.1035E-9	-7.0000E+0		23.7912E+0	-103.4903E-6	000.0000E-3	23.7908E+0	103.4614E-6	3.0000E+0	-33.0177E-9	-7.0000E+0		44.2644E+0	-138.0138E-6	000.0000E-3	44.2637E+0	137.9853E-6	4.0000E+0	-31.4544E-9	-7.0000E+0		65.0155E+0	-165.5316E-6	000.0000E-3	65.0145E+0	165.5021E-6	5.0000E+0	-30.8728E-9	-7.0000E+0	
2.8725E+0	-77.0819E-6	000.0000E-3	2.8724E+0	77.0526E-6	2.0000E+0	-32.6750E-9	-6.5000E+0		24.0262E+0	-117.9843E-6	000.0000E-3	24.0259E+0	117.9557E-6	3.0000E+0	-30.6763E-9	-6.5000E+0		44.4511E+0	-157.6429E-6	000.0000E-3	44.4505E+0	157.6158E-6	4.0000E+0	-29.7422E-9	-6.5000E+0		65.2023E+0	-188.0000E-6	000.0000E-3	65.2013E+0	187.9702E-6	5.0000E+0	-29.1332E-9	-6.5000E+0	
3.1075E+0	-87.9435E-6	000.0000E-3	3.1075E+0	87.9144E-6	2.0000E+0	-30.3076E-9	-6.0000E+0		24.0659E+0	-133.0771E-6	000.0000E-3	24.0655E+0	133.0489E-6	3.0000E+0	-27.5905E-9	-6.0000E+0		44.6862E+0	-177.3256E-6	000.0000E-3	44.6855E+0	177.2972E-6	4.0000E+0	-27.4154E-9	-6.0000E+0		65.4374E+0	-210.3329E-6	000.0000E-3	65.4364E+0	210.3045E-6	5.0000E+0	-26.8273E-9	-6.0000E+0	
3.2943E+0	-99.5472E-6	000.0000E-3	3.2942E+0	99.5182E-6	2.0000E+0	-27.8877E-9	-5.5000E+0		24.2527E+0	-150.8929E-6	000.0000E-3	24.2523E+0	150.8644E-6	3.0000E+0	-25.9412E-9	-5.5000E+0		44.8729E+0	-197.9564E-6	000.0000E-3	44.8722E+0	197.9288E-6	4.0000E+0	-25.1086E-9	-5.5000E+0		65.6241E+0	-233.8401E-6	000.0000E-3	65.6231E+0	233.8110E-6	5.0000E+0	-24.4767E-9	-5.5000E+0	
3.5293E+0	-111.8736E-6	000.0000E-3	3.5293E+0	111.8449E-6	2.0000E+0	-25.5022E-9	-5.0000E+0		24.4878E+0	-168.4882E-6	000.0000E-3	24.4874E+0	168.4602E-6	3.0000E+0	-23.6492E-9	-5.0000E+0		45.1080E+0	-219.9521E-6	000.0000E-3	45.1073E+0	219.9247E-6	4.0000E+0	-22.8327E-9	-5.0000E+0		65.8592E+0	-257.6887E-6	000.0000E-3	65.8581E+0	257.6608E-6	5.0000E+0	-22.2459E-9	-5.0000E+0	
3.7161E+0	-124.9481E-6	000.0000E-3	3.7160E+0	124.9190E-6	2.0000E+0	-23.1165E-9	-4.5000E+0		24.6745E+0	-186.7085E-6	000.0000E-3	24.6741E+0	186.6802E-6	3.0000E+0	-21.3425E-9	-4.5000E+0		45.2947E+0	-241.8749E-6	000.0000E-3	45.2940E+0	241.8480E-6	4.0000E+0	-20.5585E-9	-4.5000E+0		66.0459E+0	-282.8248E-6	000.0000E-3	66.0449E+0	282.7962E-6	5.0000E+0	-19.9562E-9	-4.5000E+0	
3.9511E+0	-138.3734E-6	000.0000E-3	3.9511E+0	138.3443E-6	2.0000E+0	-20.7484E-9	-4.0000E+0		24.9096E+0	-205.7684E-6	000.0000E-3	24.9092E+0	205.7398E-6	3.0000E+0	-19.0500E-9	-4.0000E+0		45.5298E+0	-264.7127E-6	000.0000E-3	45.5291E+0	264.6854E-6	4.0000E+0	-18.2996E-9	-4.0000E+0		66.2810E+0	-308.4033E-6	000.0000E-3	66.2799E+0	308.3741E-6	5.0000E+0	-17.7150E-9	-4.0000E+0	
4.1379E+0	-152.5729E-6	000.0000E-3	4.1378E+0	152.5441E-6	2.0000E+0	-18.3554E-9	-3.5000E+0		25.0963E+0	-225.4632E-6	000.0000E-3	25.0960E+0	225.4359E-6	3.0000E+0	-16.7332E-9	-3.5000E+0		45.7165E+0	-287.9341E-6	000.0000E-3	45.7158E+0	287.9068E-6	4.0000E+0	-16.0129E-9	-3.5000E+0		66.4677E+0	-333.4732E-6	000.0000E-3	66.4667E+0	333.4433E-6	5.0000E+0	-15.4820E-9	-3.5000E+0	
4.3729E+0	-167.2695E-6	000.0000E-3	4.3728E+0	167.2407E-6	2.0000E+0	-16.0100E-9	-3.0000E+0		25.3314E+0	-245.9068E-6	000.0000E-3	25.3310E+0	245.8789E-6	3.0000E+0	-14.5031E-9	-3.0000E+0		45.9516E+0	-312.1297E-6	000.0000E-3	45.9509E+0	312.1022E-6	4.0000E+0	-13.7793E-9	-3.0000E+0		66.7027E+0	-358.9764E-6	000.0000E-3	66.7017E+0	358.9461E-6	5.0000E+0	-13.2776E-9	-3.0000E+0	
4.5597E+0	-182.2865E-6	000.0000E-3	4.5596E+0	182.2578E-6	2.0000E+0	-13.6609E-9	-2.5000E+0		25.5181E+0	-266.4800E-6	000.0000E-3	25.5177E+0	266.4523E-6	3.0000E+0	-12.1709E-9	-2.5000E+0		46.1383E+0	-336.4148E-6	000.0000E-3	46.1376E+0	336.3875E-6	4.0000E+0	-11.5312E-9	-2.5000E+0		66.8895E+0	-384.9770E-6	000.0000E-3	66.8884E+0	384.9475E-6	5.0000E+0	-11.0227E-9	-2.5000E+0	
4.7947E+0	-197.7524E-6	000.0000E-3	4.7946E+0	197.7239E-6	2.0000E+0	-11.3141E-9	-2.0000E+0		25.7532E+0	-287.7253E-6	000.0000E-3	25.7528E+0	287.6971E-6	3.0000E+0	-9.9655E-9	-2.0000E+0		46.3734E+0	-361.0216E-6	000.0000E-3	46.3726E+0	360.9936E-6	4.0000E+0	-9.3051E-9	-2.0000E+0		67.1245E+0	-411.3790E-6	000.0000E-3	67.1235E+0	411.3479E-6	5.0000E+0	-8.8633E-9	-2.0000E+0	
4.9814E+0	-213.7584E-6	000.0000E-3	4.9814E+0	213.7300E-6	2.0000E+0	-8.9499E-9	-1.5000E+0		25.9399E+0	-309.0051E-6	000.0000E-3	25.9395E+0	308.9759E-6	3.0000E+0	-7.6924E-9	-1.5000E+0		46.5601E+0	-385.7664E-6	000.0000E-3	46.5594E+0	385.7381E-6	4.0000E+0	-7.1164E-9	-1.5000E+0		67.3113E+0	-437.7049E-6	000.0000E-3	67.3102E+0	437.6739E-6	5.0000E+0	-6.6656E-9	-1.5000E+0	
5.2165E+0	-229.8487E-6	000.0000E-3	5.2164E+0	229.8198E-6	2.0000E+0	-6.6233E-9	-1.0000E+0		26.1750E+0	-330.9254E-6	000.0000E-3	26.1745E+0	330.8980E-6	3.0000E+0	-5.4691E-9	-1.0000E+0		46.7952E+0	-410.4252E-6	000.0000E-3	46.7945E+0	410.3979E-6	4.0000E+0	-4.9184E-9	-1.0000E+0		67.5463E+0	-463.5331E-6	000.0000E-3	67.5453E+0	463.5024E-6	5.0000E+0	-4.5167E-9	-1.0000E+0	
5.4254E+0	-246.5827E-6	000.0000E-3	5.4254E+0	246.5537E-6	2.0000E+0	-4.2629E-9	-500.0000E-3		26.3840E+0	-352.7256E-6	000.0000E-3	26.3836E+0	352.6971E-6	3.0000E+0	-3.1555E-9	-500.0000E-3		47.0042E+0	-434.8901E-6	000.0000E-3	47.0034E+0	434.8629E-6	4.0000E+0	-2.6831E-9	-500.0000E-3		67.7553E+0	-488.9012E-6	000.0000E-3	67.7543E+0	488.8694E-6	5.0000E+0	-2.3328E-9	-500.0000E-3	
5.6605E+0	-263.0121E-6	000.0000E-3	5.6604E+0	262.9833E-6	2.0000E+0	-1.9778E-9	000.0000E-3		26.6190E+0	-374.4371E-6	000.0000E-3	26.6186E+0	374.4076E-6	3.0000E+0	-952.8561E-12	000.0000E-3		47.2392E+0	-459.9555E-6	000.0000E-3	47.2385E+0	459.9264E-6	4.0000E+0	-543.4138E-12	000.0000E-3		67.9903E+0	-514.7578E-6	000.0000E-3	67.9893E+0	514.4518E-6	5.0000E+0	-208.7327E-12	000.0000E-3	
5.8763E+0	-279.6183E-6	000.0000E-3	5.8762E+0	279.5895E-6	2.0000E+0	321.3240E-12	500.0000E-3		26.8348E+0	-396.3747E-6	000.0000E-3	26.8344E+0	396.3449E-6	3.0000E+0	1.3525E-9	500.0000E-3		47.4597E+0	-483.9594E-6	000.0000E-3	47.4589E+0	483.9296E-6	4.0000E+0	1.6557E-9	500.0000E-3		68.2107E+0	-540.3357E-6	000.0000E-3	68.2096E+0	540.0346E-6	5.0000E+0	1.9398E-9	500.0000E-3	
6.1113E+0	-296.5478E-6	000.0000E-3	6.1112E+0	296.5202E-6	2.0000E+0	2.6473E-9	1.0000E+0		27.0698E+0	-418.3353E-6	000.0000E-3	27.0694E+0	418.3071E-6	3.0000E+0	3.5138E-9	1.0000E+0		47.6947E+0	-508.9572E-6	000.0000E-3	47.6940E+0	508.6689E-6	4.0000E+0	3.8489E-9	1.0000E+0		68.4457E+0	-565.6548E-6	000.0000E-3	68.4447E+0	565.3487E-6	5.0000E+0	4.0556E-9	1.0000E+0	
